Gender,Province of Origin,Residence Status,Last Education,Job,Marital Status,income_clean,age,Skor_Literasi,Skor_Adopsi_Fintech,Skor_Perilaku_Bijak,Skor_Impulsif,Skor_Rasa_Aman,Jumlah Rekening Penerima Pinjaman Aktif (entitas),Jumlah Dana yang Diberikan (Rp miliar),Jumlah Rekening Pemberi Pinjaman (akun),TWP 90%,Jumlah Penerima Pinjaman (akun),Outstanding Pinjaman (Rp miliar),Jumlah Penduduk (Ribu),PDRB (Ribu Rp),Urbanisasi (%)
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,20,2.5,2.3333333333333335,2.3636363636363638,2.6666666666666665,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.6875,2.3333333333333335,3.1818181818181817,2.0,3.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Riau,Rental House,Bachelor (S1)/Diploma IV,Private Employee,Not Married,2000000.0,23,3.1875,3.0,3.0,2.0,2.7777777777777777,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.125,2.7777777777777777,2.5454545454545454,2.0,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Bachelor (S1)/Diploma IV,Others,Not Married,2000000.0,24,3.75,3.5555555555555554,3.727272727272727,2.3333333333333335,3.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Jambi,Boarding House,Senior High School,Student,Not Married,2000000.0,21,2.9375,2.3333333333333335,2.909090909090909,3.0,2.3333333333333335,273264,1.06,1251.0,2.16,136402,864.3,3768.5,86722,38.2
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,21,3.0,2.888888888888889,3.0,2.0,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,20,3.625,2.6666666666666665,2.6363636363636362,2.0,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.0,2.5555555555555554,3.0,3.0,2.3333333333333335,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,4.0,3.7777777777777777,3.727272727272727,1.6666666666666667,2.3333333333333335,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.0,3.0,3.0,3.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,20,2.5625,2.4444444444444446,2.5454545454545454,2.3333333333333335,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,22,2.3125,2.0,2.8181818181818183,2.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,23,3.0625,2.5555555555555554,3.272727272727273,1.6666666666666667,2.888888888888889,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.125,1.7777777777777777,2.5454545454545454,2.3333333333333335,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Riau,Boarding House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,3.8125,3.2222222222222223,3.3636363636363638,1.3333333333333333,2.888888888888889,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.75,2.3333333333333335,3.0,2.0,3.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Bengkulu,Rental House,Senior High School,Student,Not Married,2000000.0,22,2.625,2.111111111111111,3.0,2.0,2.2222222222222223,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,3.0,2.909090909090909,3.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Riau,Boarding House,Bachelor (S1)/Diploma IV,Private Employee,Married,2000000.0,28,2.875,2.3333333333333335,3.0,2.0,3.0,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.9375,2.6666666666666665,2.8181818181818183,2.0,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,22,3.0,3.0,2.8181818181818183,1.6666666666666667,2.111111111111111,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,20,3.0,3.0,3.0,3.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,24,3.5,2.7777777777777777,3.090909090909091,2.6666666666666665,2.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Kepulauan Riau,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.875,2.3333333333333335,2.8181818181818183,2.6666666666666665,3.111111111111111,309076,7.83,9212.0,1.8,180411,993.02,10678.0,161424,85.3
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,3.111111111111111,3.0,3.3333333333333335,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.6875,2.3333333333333335,2.909090909090909,2.0,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,23,3.5,3.5555555555555554,3.4545454545454546,2.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,22,2.6875,2.3333333333333335,2.4545454545454546,2.0,2.888888888888889,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Kalimantan Selatan,Boarding House,Senior High School,Student,Not Married,2000000.0,23,3.3125,2.7777777777777777,2.909090909090909,1.6666666666666667,3.4444444444444446,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,2.888888888888889,2.6363636363636362,2.3333333333333335,2.888888888888889,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Utara,Rental House,Senior High School,Student,Not Married,2000000.0,17,2.875,2.2222222222222223,3.3636363636363638,1.3333333333333333,2.5555555555555554,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,17,2.8125,2.3333333333333335,2.727272727272727,2.3333333333333335,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,3.0,2.0,2.3636363636363638,2.3333333333333335,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Utara,Rental House,Senior High School,Student,Not Married,2000000.0,17,3.0,2.888888888888889,2.8181818181818183,2.0,3.4444444444444446,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Riau,Rental House,Senior High School,Student,Not Married,2000000.0,17,2.5,2.2222222222222223,2.1818181818181817,2.6666666666666665,2.6666666666666665,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Female,Sumatera Utara,Rental House,Senior High School,Student,Not Married,2000000.0,17,2.6875,2.888888888888889,3.090909090909091,3.0,2.5555555555555554,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Utara,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.8125,2.5555555555555554,3.3636363636363638,3.0,2.6666666666666665,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,20,3.0,2.5555555555555554,2.727272727272727,2.0,2.888888888888889,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Utara,Parents House,Senior High School,Student,Not Married,2000000.0,17,4.0,4.0,3.909090909090909,4.0,1.8888888888888888,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,17,3.5,2.3333333333333335,3.1818181818181817,2.3333333333333335,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Rental House,Bachelor (S1)/Diploma IV,Others,Not Married,2000000.0,22,3.375,3.4444444444444446,3.3636363636363638,1.0,3.2222222222222223,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,DI Yogyakarta,Parents House,Bachelor (S1)/Diploma IV,Not Working,Not Married,2000000.0,24,3.375,3.0,2.909090909090909,1.6666666666666667,3.111111111111111,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,DKI Jakarta,Family House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,3.125,2.6666666666666665,3.909090909090909,2.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Not Working,Not Married,2000000.0,22,2.9375,2.5555555555555554,3.1818181818181817,2.3333333333333335,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Riau,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.5625,2.3333333333333335,2.4545454545454546,3.0,2.6666666666666665,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.8125,2.6666666666666665,2.909090909090909,2.0,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,2.5625,2.111111111111111,2.727272727272727,2.6666666666666665,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Others,Not Married,2000000.0,23,2.625,2.4444444444444446,2.5454545454545454,2.6666666666666665,2.6666666666666665,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Boarding House,Senior High School,Others,Not Married,2000000.0,17,2.8125,2.5555555555555554,3.3636363636363638,2.0,2.7777777777777777,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Boarding House,Senior High School,Others,Not Married,2000000.0,17,3.25,3.0,3.5454545454545454,2.0,2.5555555555555554,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Banten,Parents House,Senior High School,Student,Not Married,2000000.0,20,2.8125,2.111111111111111,3.0,2.6666666666666665,2.111111111111111,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.5,2.5555555555555554,3.6363636363636362,1.6666666666666667,3.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,2.6875,2.888888888888889,2.8181818181818183,2.6666666666666665,2.3333333333333335,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Male,DKI Jakarta,Family House,Senior High School,Student,Not Married,2000000.0,22,3.0,3.0,3.0,2.3333333333333335,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Senior High School,Student,Not Married,2000000.0,21,3.0,3.0,3.0,3.0,2.4444444444444446,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.1875,2.888888888888889,3.272727272727273,2.3333333333333335,3.0,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,3.5625,2.4444444444444446,3.5454545454545454,2.0,3.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Sumatera Barat,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,3.125,3.0,3.1818181818181817,4.0,3.111111111111111,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Utara,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.8125,2.7777777777777777,2.727272727272727,3.0,2.4444444444444446,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Jawa Tengah,Boarding House,Senior High School,Student,Not Married,2000000.0,22,2.625,2.6666666666666665,3.0,3.0,2.5555555555555554,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,2.5555555555555554,3.5454545454545454,1.6666666666666667,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,24,3.0625,3.2222222222222223,3.272727272727273,3.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Lampung,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.75,2.4444444444444446,2.8181818181818183,3.0,2.4444444444444446,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
Female,Banten,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.9375,3.0,3.0,3.0,2.2222222222222223,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.6875,2.0,2.6363636363636362,2.0,2.6666666666666665,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,3.0,2.5555555555555554,2.6363636363636362,3.0,2.888888888888889,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Sumatera Utara,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.9375,3.2222222222222223,2.909090909090909,2.3333333333333335,2.6666666666666665,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Male,Sumatera Utara,Own House,Senior High School,Student,Not Married,2000000.0,21,2.75,2.6666666666666665,2.909090909090909,3.0,2.4444444444444446,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Utara,Parents House,Senior High School,Student,Not Married,2000000.0,20,2.75,2.5555555555555554,3.0,2.0,2.888888888888889,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Male,Sumatera Utara,Own House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,21,3.1875,2.7777777777777777,3.4545454545454546,3.6666666666666665,3.0,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Male,Sumatera Utara,Family House,Diploma I/II/III,Student,Not Married,2000000.0,21,2.875,2.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.25,2.0,2.727272727272727,3.0,2.7777777777777777,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,2.875,2.5555555555555554,2.8181818181818183,2.3333333333333335,2.6666666666666665,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,4.0,4.0,3.909090909090909,2.6666666666666665,3.0,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,3.4375,3.2222222222222223,3.4545454545454546,2.3333333333333335,3.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Family House,Senior High School,Student,Not Married,2000000.0,23,3.0,3.0,3.0,3.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Boarding House,Senior High School,Student,Not Married,2000000.0,22,2.875,2.7777777777777777,3.090909090909091,1.6666666666666667,2.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,3.0,3.0,3.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.4375,2.3333333333333335,2.727272727272727,3.3333333333333335,2.0,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,24,2.9375,3.0,3.0,2.3333333333333335,2.5555555555555554,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,3.0625,3.0,3.272727272727273,2.3333333333333335,2.6666666666666665,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Banten,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.125,2.0,2.4545454545454546,1.0,2.4444444444444446,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
Female,Jawa Barat,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.8125,2.2222222222222223,2.909090909090909,2.0,2.888888888888889,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DKI Jakarta,Family House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,20,3.1875,3.111111111111111,2.8181818181818183,3.0,3.0,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,23,3.5,3.3333333333333335,3.3636363636363638,3.6666666666666665,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.8125,2.4444444444444446,2.4545454545454546,2.0,2.6666666666666665,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.75,2.7777777777777777,2.5454545454545454,2.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,3.0,3.727272727272727,2.3333333333333335,3.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0625,3.0,3.0,3.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Boarding House,Senior High School,Student,Not Married,2000000.0,21,3.0,3.3333333333333335,3.272727272727273,3.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,3.0,3.0,3.0,3.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,23,3.0,3.0,3.0,2.0,2.6666666666666665,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,DKI Jakarta,Dormitory,Senior High School,Student,Not Married,2000000.0,23,3.0,3.0,3.0,2.0,2.6666666666666665,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,21,3.0,3.0,3.0,3.0,2.4444444444444446,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Male,Jawa Barat,Rental House,Senior High School,Student,Not Married,2000000.0,23,3.125,3.3333333333333335,3.1818181818181817,3.0,2.3333333333333335,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.875,3.2222222222222223,3.4545454545454546,3.0,3.0,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Tengah,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,3.0,3.111111111111111,2.909090909090909,2.0,3.111111111111111,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Male,DKI Jakarta,Own House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,23,3.8125,4.0,3.6363636363636362,2.6666666666666665,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,21,2.4375,1.7777777777777777,2.8181818181818183,2.0,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Family House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,24,3.5,3.4444444444444446,3.6363636363636362,3.3333333333333335,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Boarding House,Senior High School,Student,Not Married,2000000.0,22,3.3125,3.7777777777777777,3.4545454545454546,3.6666666666666665,2.4444444444444446,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,Kepulauan Riau,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.5625,3.7777777777777777,3.909090909090909,1.6666666666666667,3.6666666666666665,309076,7.83,9212.0,1.8,180411,993.02,10678.0,161424,85.3
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0625,2.5555555555555554,3.0,2.6666666666666665,2.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Own House,Senior High School,Student,Not Married,2000000.0,22,3.3125,3.3333333333333335,3.4545454545454546,3.3333333333333335,3.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Own House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,20,3.6875,2.888888888888889,3.4545454545454546,2.0,2.6666666666666665,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Tengah,Parents House,Bachelor (S1)/Diploma IV,Entrepreneur,Not Married,2000000.0,25,2.875,2.7777777777777777,2.6363636363636362,2.0,2.7777777777777777,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Male,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,22,3.5625,4.0,3.8181818181818183,3.6666666666666665,2.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,2.6666666666666665,2.4545454545454546,3.3333333333333335,2.5555555555555554,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,17,2.1875,2.2222222222222223,2.0,3.3333333333333335,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.1875,2.4444444444444446,2.727272727272727,2.3333333333333335,2.5555555555555554,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Male,DKI Jakarta,Family House,Senior High School,Not Working,Married,2000000.0,27,3.1875,2.111111111111111,3.1818181818181817,2.0,3.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Family House,Senior High School,Student,Not Married,2000000.0,20,2.75,1.7777777777777777,2.5454545454545454,2.0,2.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Dormitory,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,2.8125,3.0,2.727272727272727,2.0,2.888888888888889,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Boarding House,Senior High School,Student,Not Married,2000000.0,20,2.625,2.888888888888889,3.090909090909091,2.6666666666666665,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,20,2.5,2.5555555555555554,2.727272727272727,3.0,1.5555555555555556,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.4375,2.6666666666666665,2.6363636363636362,2.6666666666666665,2.6666666666666665,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Male,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.9375,3.0,3.272727272727273,1.0,3.0,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,23,3.0,3.0,3.0,1.0,3.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.9375,2.111111111111111,3.4545454545454546,1.0,2.5555555555555554,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Male,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,24,2.6875,2.888888888888889,2.4545454545454546,3.0,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
